ayahRef,wordId,word,translation,highlight
8: 8,,لِيُحِقَّ ٱلۡحَقَّ وَيُبۡطِلَ ٱلۡبَٰطِلَ وَلَوۡ كَرِهَ ٱلۡمُجۡرِمُونَ ,"«That He should establish the truth and abolish falsehood, even if the criminals disliked it»",كَرِهَ
,,عَمِلَ,to Work/ Do a deed,
99: 7,,فَمَن يَعۡمَلۡ مِثۡقَالَ ذَرَّةٍ خَيۡرٗا يَرَهُۥ,«So whoever does an atom’s weight of good will see it» ,يَعۡمَلۡ
25: 70,,إِلَّا مَن تَابَ وَءَامَنَ وَعَمِلَ عَمَلٗا صَٰلِحٗا ,"«Except for those who repent, believe and do righteous work» ",عَمِلَ عَمَلٗا
,,رَحِمَ,to Have mercy on,
29: 21,,يُعَذِّبُ مَن يَشَآءُ وَيَرۡحَمُ مَن يَشَآءُۖ وَإِلَيۡهِ تُقۡلَبُونَ ,"«He punishes whom He wills and has mercy upon whom He wills, and to Him you will be returned» ",وَيَرۡحَمُ
,,شَهِدَ,to Witness,
12: 26,,قَالَ هِيَ رَٰوَدَتۡنِي عَن نَّفۡسِيۚ وَشَهِدَ شَاهِدٞ مِّنۡ أَهۡلِهَآ ,"«(Joseph) said, “It was she who sought to seduce me.” And a witness from her family testified.»",شَهِدَ شَاهِدٞ
11: 103,,وَذَٰلِكَ يَوۡمٞ مَّشۡهُودٞ,«And that is a Day (which will be) witnessed»,مَّشۡهُودٞ
,,رَدَّ,to Return,
33: 25,,وَرَدَّ ٱللَّهُ ٱلَّذِينَ كَفَرُواْ بِغَيۡظِهِمۡ لَمۡ يَنَالُواْ خَيۡرٗاۚ ,"«And Allah repelled those who disbelieved, in their rage, not having obtained any good.»",رَدَّ
28:85,,إِنَّ ٱلَّذِي فَرَضَ عَلَيۡكَ ٱلۡقُرۡءَانَ لَرَآدُّكَ إِلَىٰ مَعَادٖۚ ,"«Indeed, (O Muhammad), He who imposed upon you the Qur’an will take you back to a place of return.»",لَرَآدُّكَ
6:62,,ثُمَّ رُدُّوٓاْ إِلَى ٱللَّهِ مَوۡلَىٰهُمُ ٱلۡحَقِّۚ ,"«Then they His servants are returned to Allah, their true Lord.»",رُدُّوٓاْ
,,صَدَّ,to Avert,
4:167,,إِنَّ ٱلَّذِينَ كَفَرُواْ وَصَدُّواْ عَن سَبِيلِ ٱللَّهِ قَدۡ ضَلُّواْ ضَلَٰلَۢا بَعِيدًا ,"«Indeed, those who disbelieve and avert (people) from the way of Allah have certainly gone far astray»",صَدُّواْ
7:45,,ٱلَّذِينَ يَصُدُّونَ عَن سَبِيلِ ٱللَّهِ وَيَبۡغُونَهَا عِوَجٗا ,«Who averted (people) from the way of Allah and sought to make it (seem) deviant»,يَصُدُّونَ
,,ضَرَّ,to Harm,
7:188,,قُل لَّآ أَمۡلِكُ لِنَفۡسِي نَفۡعٗا وَلَا ضَرًّا إِلَّا مَا شَآءَ ٱللَّهُۚ,"«Say, “I hold not for myself (the power of) benefit or harm, except what Allah has willed.»",ضَرًّا
3:111,,لَن يَضُرُّوكُمۡ إِلَّآ أَذٗىۖ ,«They will not harm you except for (some) annoyance. » ,يَضُرُّوكُمۡ
21:84,,فَٱسۡتَجَبۡنَا لَهُۥ فَكَشَفۡنَا مَا بِهِۦ مِن ضُرّٖۖ ,«So We responded to him and removed what afflicted him of adversity.»,ضُرّٖۖ
,,ظَنَّ,to Believe/ Assume,
2:46,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ,«Who are certain that they will meet their Lord »,يَظُنُّونَ
10:36,,وَمَا يَتَّبِعُ أَكۡثَرُهُمۡ إِلَّا ظَنًّاۚ إِنَّ ٱلظَّنَّ لَا يُغۡنِي مِنَ ٱلۡحَقِّ شَيۡ,"«And most of them follow not except assumption. Indeed, assumption avails not against the truth at all.»",ظَنًّاۚ
,,عَدَّ,to Count,
19:84,,فَلَا تَعۡجَلۡ عَلَيۡهِمۡۖ إِنَّمَا نَعُدُّ لَهُمۡ عَدّٗا ,«So be not impatient over them. We only count out to them a (limited) number» ,نَعُدُّ/عَدّٗا
2:80,,وَقَالُواْ لَن تَمَسَّنَا ٱلنَّارُ إِلَّآ أَيَّامٗا مَّعۡدُودَةٗۚ  ,"«And they say, “Never will the Fire touch us, except for a few days.”» ",مَّعۡدُودَةٗۚ
,,مَدَّ,to Prolong,
19:79,,كَلَّاۚ سَنَكۡتُبُ مَا يَقُولُ وَنَمُدُّ لَهُۥ مِنَ ٱلۡعَذَابِ مَدّٗا ,«No! We will record what he says and extend for him from the punishment extensively»,نَمُدُّ / مَدّٗا
7:202,,وَإِخۡوَٰنُهُمۡ يَمُدُّونَهُمۡ فِي ٱلۡغَيِّ ثُمَّ لَا يُقۡصِرُونَ ,«But their brothers - the devils increase them in error; then they do not stop short»,يَمُدُّونَهُمۡ
,,ضَلَّ,to Go astray,
13:27,,قُلۡ إِنَّ ٱللَّهَ يُضِلُّ مَن يَشَآءُ وَيَهۡدِيٓ إِلَيۡهِ مَنۡ أَنَابَ ,"Say, (O Muhammad), “Indeed, Allah leaves astray whom He wills and guides to Himself whoever turns back (to Him)» ",يُضِلُّ
2:16,,أُوْلَٰٓئِكَ ٱلَّذِينَ ٱشۡتَرَوُاْ ٱلضَّلَٰلَةَ بِٱلۡهُدَىٰ فَمَا رَبِحَت تِّجَٰرَتُهُمۡ ,"«Those are the ones who have purchased error (in exchange) for guidance, so their transaction has brought no profit,» ",ٱلضَّلَٰلَةَ
,,غَرَّ,to Be deluded,
8:49,,إِذۡ يَقُولُ ٱلۡمُنَٰفِقُونَ وَٱلَّذِينَ فِي قُلُوبِهِم مَّرَضٌ غَرَّ هَٰٓؤُلَآءِ دِينُهُمۡۗ ,"«(Remember) when the hypocrites and those in whose hearts was disease said, “Their religion has deluded those (Muslims).”» ",غَرَّ
4:120,,يَعِدُهُمۡ وَيُمَنِّيهِمۡۖ وَمَا يَعِدُهُمُ ٱلشَّيۡطَٰنُ إِلَّا غُرُورًا,«Satan promises them and arouses desire in them. But Satan does not promise them except delusion»,غُرُورًا
,,مَسَّ,to Touch,
2:80,,وَقَالُواْ لَن تَمَسَّنَا ٱلنَّارُ إِلَّآ أَيَّامٗا مَّعۡدُودَةٗۚ ,"«And they say, “Never will the Fire touch us, except for a few days.”» ",تَمَسَّنَا
7:201,,إِنَّ ٱلَّذِينَ ٱتَّقَوۡاْ إِذَا مَسَّهُمۡ طَٰٓئِفٞ مِّنَ ٱلشَّيۡطَٰنِ تَذَكَّرُواْ ,"«Indeed, those who fear Allah - when an impulse touches them from Satan, they remember (Him)» ",مَسَّهُمۡ
,,وَدَّ,to Wish,
15:2,,رُّبَمَا يَوَدُّ ٱلَّذِينَ كَفَرُواْ لَوۡ كَانُواْ مُسۡلِمِينَ,«Perhaps those who disbelieve will wish that they had been Muslims» ,يَوَدُّ
4:89,,وَدُّواْ لَوۡ تَكۡفُرُونَ كَمَا كَفَرُواْ فَتَكُونُونَ سَوَآءٗۖ ,«They wish you would disbelieve as they disbelieved so you would be alike.»,وَدُّواْ
,,سَأَلَ,to Ask,
70: 1,,سَأَلَ سَآئِلُۢ بِعَذَابٖ وَاقِعٖ ,«A supplicant asked for a punishment bound to happen»,سَأَلَ سَآئِلُۢ 
2: 189,,يَسۡ,"«They ask you, (O Muhammad), about the new moons.» ",يَسۡ
2: 211,,سَلۡ بَنِيٓ إِسۡرَٰٓءِيلَ كَمۡ ءَاتَيۡنَٰهُم مِّنۡ ءَايَةِۢ بَيِّنَةٖۗ ,««Ask the Children of Israel how many a sign of evidence We have given them. »,سَلۡ
,,قَرَأَ,to Read,
96:1,,ٱقۡرَأۡ بِٱسۡمِ رَبِّكَ ٱلَّذِي خَلَقَ ,«Recite in the name of your Lord who created»,ٱقۡرَأۡ
10:94,,فَسۡ,«then ask those who have been reading the Scripture before you.»,يَقۡرَءُونَ
,,أَخَذَ,to Take/ Seize,
2: 63,,وَإِذۡ أَخَذۡنَا مِيثَٰقَكُمۡ وَرَفَعۡنَا فَوۡقَكُمُ ٱلطُّورَ خُذُواْ مَآ ءَاتَيۡنَٰكُم بِقُوَّةٖ,"«And (recall) when We took your covenant, (O Children of Israel, to abide by the Torah) and We raised over you the mount, (saying), “Take what We have given you with determination» ",أَخَذۡنَا/خُذُواْ
16: 46,,أَوۡ يَأۡخُذَهُمۡ فِي تَقَلُّبِهِمۡ فَمَا هُم بِمُعۡجِزِين ,"«Or that He would not seize them during their (usual) activity, and they could not cause failure?» ",يَأۡخُذَهُمۡ
,,أَكَلَ,to Eat/ Consume,
37: 91,,فَرَاغَ إِلَىٰٓ ءَالِهَتِهِمۡ فَقَالَ أَلَا تَأۡكُلُونَ ,"«Then he turned to their gods and said, “Do you not eat?» ",تَأۡكُلُونَ
2:57,,كُلُواْ مِن طَيِّبَٰتِ مَا رَزَقۡنَٰكُمۡۚ ,«“Eat from the good things with which We have provided you.”»,كُلُواْ
5: 113,,قَالُواْ نُرِيدُ أَن نَّأۡكُلَ مِنۡهَا وَتَطۡمَئِنَّ قُلُوبُنَا وَنَعۡلَمَ أَن قَدۡ صَدَقۡتَنَا ,"«They said, “We wish to eat from it and let our hearts be reassured and know that you have been truthful to us.»",نَّأۡكُلَ
,,أَمَرَ,to Order/ Command,
2: 67,,وَإِذۡ قَالَ مُوسَىٰ لِقَوۡمِهِۦٓ إِنَّ ٱللَّهَ يَأۡمُرُكُمۡ أَن تَذۡبَحُواْ بَقَرَةٗۖ ,"«And (recall) when Moses said to his people, “Indeed, Allah commands you to slaughter a cow.”»",يَأۡمُرُكُمۡ
39: 11,,قُلۡ إِنِّيٓ أُمِرۡتُ أَنۡ أَعۡبُدَ ٱللَّهَ مُخۡلِصٗا لَّهُ ٱلدِّينَ ,"«Say, (O Muhammad), “Indeed, I have been commanded to worship Allah, (being) sincere to Him in religion»",أُمِرۡتُ
,,أمِنَ,to Feel Safe,
7: 97,,أَفَأَمِنَ أَهۡلُ ٱلۡقُرَىٰٓ أَن يَأۡتِيَهُم بَأۡسُنَا بَيَٰتٗا وَهُمۡ نَآئِمُونَ ,"«Then, did the people of the cities feel secure from Our punishment coming to them at night while they were asleep?» ",أَفَأَمِنَ
,,رَأَى,to See,
2: 165,,وَلَوۡ يَرَى ٱلَّذِينَ ظَلَمُوٓاْ إِذۡ يَرَوۡنَ ٱلۡعَذَابَ أَنَّ ٱلۡقُوَّةَ لِلَّهِ جَمِيعٗا,«And if only they who have wronged would consider (that) when they see the punishment» ,يَرَى/يَرَوۡنَ
,,أَتَى,to Come/ Bring,
15: 11,,وَمَا يَأۡتِيهِم مِّن رَّسُولٍ إِلَّا كَانُواْ بِهِۦ يَسۡتَهۡزِءُونَ ,«And no messenger would come to them except that they ridiculed him» ,يَأۡتِيهِم
46: 4,,ٱئۡتُونِي بِكِتَٰبٖ مِّن قَبۡلِ هَٰذَآ أَوۡ أَثَٰرَةٖ مِّنۡ عِلۡمٍ إِن كُنتُمۡ صَٰدِقِينَ ,"«Bring me a scripture (revealed) before this or a (remaining) trace of knowledge, if you should be truthful.”»",ٱئۡتُونِي
16: 1,,أَتَىٰٓ أَمۡرُ ٱللَّهِ فَلَا تَسۡتَعۡجِلُوهُۚ سُبۡحَٰنَهُۥ وَتَعَٰلَىٰ عَمَّا يُشۡرِكُونَ ,"«The command of Allah is coming, so be not impatient for it. Exalted is He and high above what they associate with Him» ",أَتَىٰٓ
,,شَاءَ,to Will,
10: 99,,وَلَوۡ شَآءَ رَبُّكَ لَأٓمَنَ مَن فِي ٱلۡأَرۡضِ كُلُّهُمۡ جَمِيعًاۚ أ,"«And had your Lord willed, those on earth would have believed - all of them entirely.» ",شَآءَ
6: 88,,ذَٰلِكَ هُدَى ٱللَّهِ يَهۡدِي بِهِۦ مَن يَشَآءُ مِنۡ عِبَادِهِۦۚ,«That is the guidance of Allah by which He guides whomever He wills of His servants.» ,يَشَآءُ
,,سَاءَ,to Be evil,
7: 177,,سَآءَ مَثَلًا ٱلۡقَوۡمُ ٱلَّذِينَ كَذَّبُواْ بِ,«How evil an example (is that of) the people who denied Our signs and used to wrong themselves»,سَآءَ
9:9,,إِنَّهُمۡ سَآءَ مَا كَانُواْ يَعۡمَلُونَ ,"«Indeed, it was evil that they were doing»",سَآءَ
2: 49,,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ ,"«And (recall) when We saved your forefathers from the people of Pharaoh, who afflicted you with the worst torment, »",سُوٓءَ
,,جَاءَ,to Come,
6: 104,,قَدۡ جَآءَكُم بَصَآئِرُ مِن رَّبِّكُمۡۖ فَمَنۡ أَبۡصَرَ فَلِنَفۡسِهِۦۖ ,«There has come to you enlightenment from your Lord. So whoever will see does so for (the benefit of) his soul» ,جَآءَكُم
3: 49,,وَرَسُولًا إِلَىٰ بَنِيٓ إِسۡرَٰٓءِيلَ أَنِّي قَدۡ جِئۡتُكُم بِ,"«And (make him) a messenger to the Children of Israel, (who will say), ‘Indeed  I have come to you with a sign from your Lord» ",جِئۡتُكُم
,,وَذَرَ,to Leave behind,
51: 42,,مَا تَذَرُ مِن شَيۡءٍ أَتَتۡ عَلَيۡهِ إِلَّا جَعَلَتۡهُ كَٱلرَّمِيمِ ,«It left nothing of what it came upon but that it made it like disintegrated ruins» ,تَذَرُ
6: 70,,وَذَرِ ٱلَّذِينَ ٱتَّخَذُواْ دِينَهُمۡ لَعِبٗا وَلَهۡوٗا وَغَرَّتۡهُمُ ٱلۡحَيَوٰةُ ٱلدُّنۡيَاۚ ,«And leave those who take their religion as amusement and diversion and whom the worldly life has deluded.»,وَذَرِ
76: 27,,إِنَّ هَٰٓؤُلَآءِ يُحِبُّونَ ٱلۡعَاجِلَةَ وَيَذَرُونَ وَرَآءَهُمۡ يَوۡمٗا ثَقِيلٗا ,"«Indeed, these (disbelievers) love the immediate and leave behind them a grave Day» ",يَذَرُونَ
,,وَضَعَ,to Place/ give birth,
3: 36,,فَلَمَّا وَضَعَتۡهَا قَالَتۡ رَبِّ إِنِّي وَضَعۡتُهَآ أُنثَىٰ وَٱللَّهُ أَعۡلَمُ بِمَا وَضَعَتۡ ,"«But when she delivered her, she said, “My Lord, I have delivered a female.” And Allah was most knowing of what she delivered”» ",وَضَعَتۡهَا
18: 49,,وَوُضِعَ ٱلۡكِتَٰبُ فَتَرَى ٱلۡمُجۡرِمِينَ مُشۡفِقِينَ مِمَّا فِيهِ ,"«And the record (of deeds) will be placed (open), and you will see the criminals fearful of that within it» ",وُضِعَ
,,وَقَعَ,to Befall/ Happen,
56: 1,,إِذَا وَقَعَتِ ٱلۡوَاقِعَةُ,«When the Occurrence occurs», وَقَعَتِ ٱلۡوَاقِعَةُ
7: 118,,فَوَقَعَ ٱلۡحَقُّ وَبَطَلَ مَا كَانُواْ يَعۡمَلُونَ ,"«So the truth was established, and abolished was what they were doing» ",فَوَقَعَ
27: 85,,وَوَقَعَ ٱلۡقَوۡلُ عَلَيۡهِم بِمَا ظَلَمُواْ فَهُمۡ لَا يَنطِقُونَ ,"«And the decree will befall them for the wrong they did, and they will not (be able to) speak» ",وَقَعَ
,,وَهَبَ,to Grant,
19: 53,,وَوَهَبۡنَا لَهُۥ مِن رَّحۡمَتِنَآ أَخَاهُ هَٰرُونَ نَبِيّٗا ,«And We gave him out of Our mercy his brother Aaron as a prophet» ,وَهَبۡنَا
37: 100,,رَبِّ هَبۡ لِي مِنَ ٱلصَّٰلِحِينَ,"«My Lord, grant me (a child) from among the righteous.”»",هَبۡ
,,وَجَدَ,to Find,
51: 36,,فَمَا وَجَدۡنَا فِيهَا غَيۡرَ بَيۡتٖ مِّنَ ٱلۡمُسۡلِمِينَ ,«And We found not within them other than a (single) house of Muslims»,وَجَدۡنَا
38: 44,,إِنَّا وَجَدۡنَٰهُ صَابِرٗاۚ نِّعۡمَ ٱلۡعَبۡدُ إِنَّهُۥٓ أَوَّابٞ ,"«Indeed, he was one repeatedly turning back (to Allah)» ",وَجَدۡنَٰهُ
2: 283,,وَإِن كُنتُمۡ عَلَىٰ سَفَرٖ وَلَمۡ تَجِدُواْ كَاتِبٗا فَرِهَٰنٞ مَّقۡبُوضَةٞۖ ,"«And if you are on a journey and cannot find a scribe, then a security deposit (should be) taken.»",تَجِدُواْ
,,وَرِثَ,to Inherit,
27: 16,,وَوَرِثَ سُلَيۡمَٰنُ دَاوُۥدَۖ ,«And Solomon inherited David.» ,وَوَرِثَ
7: 100,,أَوَ لَمۡ يَهۡدِ لِلَّذِينَ يَرِثُونَ ٱلۡأَرۡضَ مِنۢ بَعۡدِ أَهۡلِهَآ ,«Has it not become clear to those who inherited the earth after its (previous) people»,يَرِثُونَ
,,وَعَدَ,to Promise,
4: 120,,يَعِدُهُمۡ وَيُمَنِّيهِمۡۖ وَمَا يَعِدُهُمُ ٱلشَّيۡطَٰنُ إِلَّا غُرُورًا ,«Satan promises them and arouses desire in them. But Satan does not promise them except delusion» ,يَعِدُهُمۡ/يَعِدُهُمُ
5: 9,,وَعَدَ ٱللَّهُ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ لَهُم مَّغۡفِرَةٞ وَأَجۡرٌ عَظِيمٞ ,«Allah has promised those who believe and do righteous deeds (that) for them there is forgiveness and great reward»,وَعَدَ
